Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
201138,2020,Greenwich,7 RIVER ROAD SLIP F-03,5406590,79000,68.4378,Commercial,Single Family
200084,2020,Glastonbury,498 ADDISON RD,153200,225307,0.6799,Residential,Single Family
200229,2020,Guilford,11 BEECH RD,231220,494000,0.468,Residential,Single Family
201265,2020,Greenwich,138 HAVEMEYER PLACE,1828400,3825000,0.478,Residential,Single Family
200277,2020,Guilford,224 SHORE DR,179650,440000,0.4082,Residential,Single Family
200002,2020,Greenwich,5 DARTMOUTH ROAD,964600,1200000,0.8038,Residential,Single Family
200569,2020,Danbury,4 BARNUM CT,106400,215000,0.4948,Residential,Single Family
200345,2020,Bristol,43 GINA ST,142020,330000,0.4304,Residential,Single Family
200831,2020,Manchester,130 WYNEDING HILL ROAD,189400,374000,0.5064,Residential,Single Family
200181,2020,Killingly,99 RODGERS RD,63420,58900,1.0767,Residential,Single Family
20057,2020,Farmington,1 FAWN DRIVE,263290,410000,0.6422,Residential,Single Family
200663,2020,Bristol,49 CAESAR DR,204890,303000,0.6762,Residential,Three Family
200257,2020,Bristol,75 BARTHOLOMEW ST,75810,180000,0.4211,Residential,Two Family
200671,2020,Enfield,4 WOODBRIDGE DR,199350,325000,0.6133,Residential,Condo
200016,2020,Hebron,469 CHURCH ST,98610,170000,0.58,Residential,Single Family
200302,2020,Colchester,790 MIDDLETOWN RD,122000,375000,0.3253,Residential,Single Family
200976,2020,Bristol,147 BRIGHTWOOD RD,98560,210000,0.4693,Residential,Single Family
20759,2020,East Hartford,98 WASHINGTON AVE,71950,165000,0.436,Residential,Single Family
200773,2020,Branford,30E STONEGATE,98500,190000,0.5184,Residential,Condo
200728,2020,Branford,219 HOTCHKISS GROVE RD,151800,315000,0.4819,Residential,Single Family
200695,2020,East Haven,330 SHORT BEACH RD #H8,28460,99000,0.2875,Residential,Condo
2020117,2020,Ansonia,51 HUBBELL AVE,113700,196500,0.5786,Residential,Single Family
201208,2020,Cromwell,10 MARSAL LANE,296800,500000,0.5936,Residential,Single Family
200913,2020,Greenwich,21 DEER PARK DRIVE,4060000,5124852.19,0.7922,Residential,Single Family
200167,2020,Bristol,47 DOUGLASS RD,92960,138000,0.6736,Residential,Single Family
200102,2020,Cromwell,55 WASHINGTON RD,163590,268000,0.6104,Residential,Single Family
20000170,2020,Brookfield,10 BRISTOL PATH,165260,171000,0.9664,Residential,Condo
200044,2020,Bethany,16 FATIMA DR,237130,375000,0.6323,Residential,Single Family
200715,2020,Greenwich,9 GLENVILLE STREET,692650,1150000,0.6023,Residential,Single Family
200134,2020,Coventry,1180 MAIN ST,149200,270000,0.5525,Residential,Single Family
200825,2020,Danbury,15 HARDING PL,145200,329000,0.4413,Residential,Single Family
20091,2020,Farmington,6 COBBLE COURT,272780,427500,0.638,Residential,Single Family
200014,2020,Canaan,55 PROSPECT ST,145800,199000,0.7326,Residential,Single Family
200082,2020,Bethany,205 BEAR HILL RD,234950,501100,0.4688,Residential,Single Family
200459,2020,Manchester,216 WALEK FARMS ROAD,181900,300000,0.6063,Residential,Single Family
200074,2020,Essex,10 HUNTERS TRAIL,202700,315000,0.6434,Residential,Single Family
20182,2020,Hartford,177 LINNMOORE ST,52185,227000,0.2298,Residential,Single Family
200078,2020,Cheshire,47 LYNWOOD DR,155210,240000,0.6467,Residential,Single Family
200008,2020,Harwinton,296 SCOVILLE HILL RD,111040,298500,0.3719,Residential,Single Family
200045,2020,Bloomfield,19 BARN HILL ROAD,141960,165000,0.8604,Residential,Single Family
200730,2020,Bristol,175 MOODY ST,117180,99651,1.1759,Residential,Single Family
20477,2020,Darien,12 MANSFIELD PLACE,810040,1410000,0.5744,Residential,Single Family
200875,2020,Greenwich,27 SKYLARK ROAD,796320,995000,0.8003,Residential,Single Family
200083,2020,East Lyme,46 ARBOR CROSSING,413070,715000,0.5777,Residential,Single Family
200401,2020,Branford,155 MAIN ST,207500,339000,0.612,Residential,Single Family
20050,2020,East Hartford,47 LEXINGTON RD,183920,324700,0.5664,Residential,Single Family
200350,2020,Killingly,925 UPPER MAPLE ST,206150,400000,0.5153,Commercial,Single Family
20013,2020,Derby,127 129 MINERVA ST,183470,375000,0.4892,Residential,Four Family
200517,2020,Glastonbury,1 TRYON FARM RD,376800,565000,0.6669,Residential,Condo
200306,2020,Greenwich,743 LAKE AVENUE,5165230,6250000,0.8264,Residential,Single Family
201036,2020,Bristol,168 MAPLE AVE,151550,251500,0.6025,Residential,Single Family
200138,2020,Litchfield,312 MILTON RD,251870,404000,0.6234,Residential,Single Family
200135,2020,Essex,39 GRANDVIEW TERR,276600,539000,0.5131,Residential,Single Family
200026,2020,Hebron,123 LEBANON RD,200500,322100,0.6224,Residential,Single Family
200427,2020,Killingly,1459 NORTH RD,139790,315000,0.4437,Residential,Single Family
200131,2020,Goshen,494 EAST HYERDALE,229530,300000,0.7651,Residential,Single Family
200343,2020,Manchester,46 SPRUCE STREET,125700,240000,0.5237,Residential,Two Family
200026,2020,Guilford,11 EAST BEARHOUSE HILL RD,529200,800000,0.6615,Residential,Single Family
200075,2020,Cromwell,120 COUNTY LINE DR,16680230,49000000,0.3404,Commercial,Single Family
200184,2020,Bristol,33 TIFFANY LA,145180,267800,0.5421,Residential,Single Family
200264,2020,Bristol,171 MERCIER AVE,112000,185000,0.6054,Residential,Single Family
20000260,2020,Granby,282 SIMSBURY RD,177100,360000,0.4919,Residential,Single Family
20145,2020,Bethel,119 GREAT HILL DRIVE,328537,454995,0.722,Residential,Condo
200062,2020,East Lyme,25 STONEY WOOD DR,166110,275000,0.604,Residential,Single Family
20000157,2020,Granby,54 EDGERTON RD,47880,425000,0.1126,Residential,Single Family
20404,2020,East Hartford,819 BURNSIDE AVE,102040,183500,0.556,Residential,Single Family
200221,2020,Manchester,46F ESQUIRE DRIVE,66600,117265,0.5679,Residential,Condo
200115,2020,Columbia,14 CARDS MILL ROAD,124800,277225.01,0.4501,Residential,Single Family
200935,2020,Enfield,21 MISTY MEADOW RD,98170,350000,0.2804,Residential,Single Family
201360,2020,Cromwell,9 DEBRA COURT UNIT 60E,93940,133000,0.7063,Residential,Condo
200150,2020,Danbury,55 OIL MILL RD 6,86400,163000,0.53,Residential,Condo
20562,2020,Hartford,1 GOLD ST #014D & 1 GOLD ST #0,58310,110000,0.53,Residential,Condo
200001,2020,Bridgeport,96 READ ST,99250,125000,0.794,Residential,Two Family
2000286,2020,Cheshire,20 SCENIC CT,353400,475000,0.744,Residential,Single Family
20445,2020,East Hartford,192 FORBES ST,133700,250000,0.5348,Residential,Single Family
2000131,2020,Bloomfield,30 DOWNING CIRCLE,146720,240000,0.6113,Residential,Single Family
200108,2020,Guilford,401 BRIARWOOD DR,344780,565000,0.6102,Residential,Single Family
20075,2020,Barkhamsted,47 RIVERTON RD,154010,320000,0.4812,Residential,Single Family
201304,2020,Griswold,29 ASH STREET,130970,318000,0.4118,Residential,Single Family
200317,2020,Killingly,81 R & R PARK,34370,49900,0.6887,Residential,Single Family
200192,2020,Greenwich,85 PERKINS ROAD,1376970,2687500,0.5123,Residential,Single Family
200151,2020,Colchester,108 HALLS HILL RD,243000,160000,1.5187,Commercial,Single Family
200648,2020,Danbury,40 MOORLAND DR,296300,490000,0.6046,Residential,Condo
20025,2020,Lisbon,210 BUNDY HILL RD,596800,2200000,0.2713,Commercial,Condo
20042,2020,Hartford,15 MC LEAN ST,44520,176900,0.2516,Residential,Single Family
201377,2020,Cromwell,1 LINDA COURT,74410,125000,0.5952,Residential,Condo
20097,2020,Farmington,13 FARNHAM WAY,738320,975000,0.7572,Residential,Single Family
201561,2020,Danbury,4 BECKETT ST,144000,320000,0.45,Residential,Single Family
200000282,2020,Brookfield,10 COBBLESTONE COURT,351770,735000,0.4785,Residential,Single Family
201108,2020,Hartford,291 HILLSIDE AVE,65819,200000,0.329,Residential,Single Family
20000014,2020,Granby,9 STRATTON RD,226240,340000,0.6654,Residential,Single Family
20314,2020,Hartford,157 ADELAIDE ST,65765,232000,0.2834,Residential,Three Family
20536,2020,East Hartford,48 GOODWIN ST,79610,191000,0.4168,Residential,Single Family
200033,2020,Columbia,43 DOUBLEDAY ROAD,120100,240000,0.5004,Residential,Single Family
201108,2020,Greenwich,597 INDIAN FIELD ROAD,2276120,1728260,1.317,Residential,Single Family
200231,2020,Colchester,110 SQUIRE LN,100400,205000,0.4897,Residential,Condo
2020301,2020,Ansonia,85 HIGHLAND AVE,160200,335000,0.4782,Residential,Single Family
201276,2020,Griswold,"148 MATHEWSON ST UNITS 306, 30",88340,580000,0.1523,Residential,Condo
20654,2020,Hartford,81 PERSHING ST,36015,75000,0.4802,Residential,Single Family
200095,2020,Essex,29 DOGWOOD DR,332700,539000,0.6172,Residential,Single Family
200015,2020,East Haddam,5 THREE BRIDGES RD,528260,950000,0.556,Residential,Single Family
200124,2020,Beacon Falls,11 DONNA STREET,12470,39900,0.3125,Residential,Single Family
20057,2020,Hartford,55 HENRY ST,68740,259000,0.2654,Residential,Three Family
200116,2020,Bristol,11-13 COLLINS RD,146440,215000,0.6811,Commercial,Three Family
2000177,2020,Cheshire,745 COOK HILL RD,399330,690000,0.5787,Residential,Single Family
200945,2020,Greenwich,329 STANWICH ROAD,1843800,2295000,0.8033,Residential,Single Family
2000395,2020,Cheshire,39 WINSLOW RD,155100,330000,0.47,Residential,Single Family
200933,2020,Bristol,104 SHERBROOKE ST,94780,212000,0.447,Residential,Single Family
200438,2020,Branford,2 GROVE CT,52800,102000,0.5176,Residential,Condo
201324,2020,Bristol,23 BOULDER DR,177380,330000,0.5375,Residential,Single Family
200077,2020,Groton,21 PROSPECT ST,226520,335000,0.6761,Vacant Land,Single Family
200140,2020,East Windsor,33 WELLS RD,19060,16000,1.1912,Vacant Land,Single Family
20604,2020,Hartford,232 WESTLAND ST,51485,255000,0.2019,Residential,Three Family
200060,2020,Colchester,63 TAYLOR RD,345100,599900,0.5752,Residential,Single Family
201326,2020,Manchester,379 WETHERELL STREET,255400,300000,0.8513,Commercial,Single Family
200428,2020,Branford,17 BALLOU RD,125100,208000,0.6014,Residential,Single Family
200450,2020,Madison,65C NATHANS LN,152400,199000,0.7658,Residential,Single Family
200153,2020,Enfield,31 UNION ST EXT,125750,210000,0.5988,Residential,Single Family
200546,2020,East Haven,44 COE AVE,144830,310000,0.4671,Residential,Single Family
200085,2020,East Haven,187 HEMINGWAY AVE,119670,200000,0.5983,Residential,Single Family
200543,2020,Bristol,303 ROUND HILL RD,177940,295000,0.6032,Residential,Single Family
20470,2020,Hartford,108 NEW BRITAIN AVE,67200,239900,0.2801,Residential,Three Family
20051,2020,Eastford,OLD COLONY RD,34080,120000,0.284,Vacant Land,Three Family
201354,2020,Danbury,1803 CYPRESS DR,206900,380000,0.5444,Residential,Condo
200014,2020,Bethany,104 DOOLITTLE DR,177610,270000,0.6578,Residential,Single Family
200151,2020,Guilford,33 INDIAN COVE RD,241200,920000,0.2622,Residential,Single Family
201298,2020,Greenwich,27 LINWOOD AVENUE,1438150,2500000,0.5752,Residential,Single Family
200363,2020,Manchester,599 CENTER STREET,92200,200000,0.461,Residential,Two Family
201748,2020,Greenwich,70 BALDWIN FARMS SOUTH,1638840,2012000,0.8145,Residential,Single Family
200249,2020,Danbury,136 PEMBROKE RD 8-66,100500,115000,0.8739,Residential,Condo
200204,2020,Danbury,11 ROYAL RD,216000,451000,0.4789,Residential,Single Family
200177,2020,East Haven,57 RABBIT ROCK RD,166260,305000,0.5451,Residential,Single Family
200688,2020,Greenwich,9 FAIRWAY LANE,2191140,4625000,0.4738,Residential,Single Family
20103,2020,Hartford,48 LINCOLN ST,59500,226500,0.2626,Residential,Three Family
200407,2020,Enfield,98 PARSONS RD,127510,207000,0.6159,Residential,Single Family
20343,2020,Darien,30 OLD FARM ROAD,2117080,3395000,0.6235,Residential,Single Family
200846,2020,Greenwich,56 SHERWOOD AVENUE,1259300,1900000,0.6627,Residential,Single Family
200023,2020,Cornwall,FURNACE BROOK RD,67800,62200,1.09,Vacant Land,Single Family
20301,2020,Hartford,813 NEW BRITAIN AVE,26460,72000,0.3675,Residential,Single Family
20000043,2020,Hampton,53 WEST OLD RT 6,209720,393000,0.5336,Residential,Single Family
200216,2020,East Windsor,22A PASCO DR,33600,35000,0.96,Commercial,Single Family
200955,2020,Danbury,1401 REVERE RD,182200,353000,0.5161,Residential,Single Family
200234,2020,Coventry,90 BARNSBEE LN,147800,250000,0.5912,Residential,Single Family
200051,2020,East Windsor,219 EAST RD,166950,360000,0.4637,Residential,Single Family
200672,2020,Glastonbury,240 LEXINGTON RD,279700,505000,0.5538,Residential,Single Family
200231,2020,Manchester,9 HIGH LEDGE CIRCLE,267200,365000,0.732,Residential,Single Family
200355,2020,Colchester,647 WESTCHESTER RD,286400,639900,0.4475,Residential,Single Family
201177,2020,Greenwich,11 ALDEN ROAD,2898350,3380000,0.8575,Residential,Single Family
200058,2020,Danbury,43 FAIRVIEW DR 4,48500,115000,0.4217,Residential,Condo
201441,2020,Greenwich,1 PUTNAM HILL UN 1G,60231850,740000,81.3944,Residential,Condo
200399,2020,East Lyme,62-64 ROXBURY RD,146650,336000,0.4364,Residential,Two Family
200715,2020,Bristol,42 MERRIMAN ST,188020,310000,0.6065,Residential,Single Family
20044,2020,Andover,161 LAKE RD,121500,140900,0.8623,Residential,Single Family
2000161,2020,Cheshire,73 PACE DR,174690,335000,0.5214,Residential,Single Family
201640,2020,Greenwich,17 PARK AVENUE,1105090,1995000,0.5539,Residential,Single Family
20783,2020,East Hartford,59 GREENBRIER RD,93470,235000,0.3977,Residential,Single Family
200213,2020,East Windsor,119 SOUTH MAIN ST,64960,650000,0.0999,Vacant Land,Single Family
20574,2020,East Hartford,117 PORTERBROOK AVE,89360,215000,0.4156,Residential,Single Family
200118,2020,Easton,21 SHERWOOD ROAD,182980,150000,1.2198,Vacant Land,Single Family
200345,2020,Colchester,27 HUNTERS CT,251700,420000,0.5992,Residential,Single Family
200280,2020,Glastonbury,617 HOPEWELL RD,289000,150000,1.9266,Residential,Single Family
200726,2020,Groton,119 HALEY RD,328090,640000,0.5126,Residential,Single Family
20768,2020,Hartford,51 PERSHING ST,57015,110500,0.516,Residential,Two Family
20092,2020,Darien,19 HORSESHOE ROAD,2789570,3450000,0.8085,Residential,Single Family
200200,2020,Cromwell,10 WOODSBORO CIRCLE,286440,207500,1.3804,Residential,Condo
200008,2020,Easton,104 VISTA DRIVE,341600,575000,0.594,Residential,Single Family
200979,2020,Greenwich,18 LEONARD AVENUE,901110,988000,0.912,Residential,Single Family
20062,2020,Darien,8 PLEASANT STREET,723170,636000,1.137,Residential,Single Family
200562,2020,Greenwich,69 PORCHUCK ROAD,3150000,3700000,0.8513,Residential,Single Family
200023,2020,Bloomfield,26 SPRUCE ST,103880,164000,0.6334,Residential,Single Family
200833,2020,Glastonbury,31 HOPEWELL RD,169500,305000,0.5557,Residential,Single Family
20209,2020,Darien,9 JOSEPH ST,669410,870000,0.7694,Residential,Single Family
200149,2020,Branford,36 SUNSET HILL DR,309700,540000,0.5735,Residential,Single Family
200530,2020,Bristol,38 DEER PARK RD,184170,385100,0.4782,Residential,Single Family
20061,2020,Burlington,7 BURLWOOD DR,144620,192000,0.7532,Residential,Single Family
20061,2020,Lisbon,164 KIMBALL RD& 144 KIMBALL RD,220930,482374,0.458,Residential,Single Family
200426,2020,Madison,27 TAMARAC DR,213200,425000,0.5016,Residential,Single Family
200464,2020,Groton,1042 POQUONNOCK RD LOT 55,9240,32500,0.2843,Residential,Single Family
200070,2020,Mansfield,180 CHAFFEEVILLE RD,101500,210000,0.4833,Residential,Single Family
201511,2020,Danbury,34 BRENTWOOD CI,18200,457982,0.0397,Residential,Condo
20120,2020,Burlington,49 PLEASANT ST,138250,275000,0.5027,Residential,Single Family
201176,2020,Griswold,23 SOUTH MAIN ST UNIT 8,49420,969000,0.051,Residential,Condo
200311,2020,Bristol,410 EMMETT ST UN 23,73430,135000,0.5439,Residential,Condo
200102,2020,Colchester,12 SILVER MEADOW DR,195300,355000,0.5501,Residential,Single Family
200008,2020,Colchester,32 ELM ST,104400,50000,2.088,Residential,Single Family
200014,2020,Lyme,80 NORWICH SALEM RD,333800,615000,0.5427,Residential,Single Family
200415,2020,Manchester,182 SPRUCE STREET,196000,215000,0.9116,Commercial,Single Family
200626,2020,Enfield,33 BELLE AVE,91320,220000,0.415,Residential,Single Family
20148,2020,Hartford,162 PUTNAM ST,71330,322000,0.2215,Residential,Three Family
20022,2020,Lebanon,NORWICH AVE (275-56),40950,7000,5.85,Vacant Land,Three Family
200013,2020,Litchfield,11 W CHESTNUT HILL RD,301340,308500,0.9767,Residential,Single Family
200091,2020,Bethlehem,240 ARCH BRIDGE RD,340700,770000,0.4424,Residential,Single Family
200203,2020,East Haven,77 BURR ST,169320,283500,0.5972,Residential,Single Family
200921,2020,Greenwich,108 SHEEPHILL ROAD,414120,670000,0.618,Vacant Land,Single Family
20288,2020,Bethel,33 GREAT HILL DRIVE,171760,527286,0.3257,Residential,Condo
201488,2020,Danbury,12 NO NABBY RD,243900,445800,0.5471,Residential,Single Family
20000031,2020,Hampton,165 DRAIN ST,60550,147000,0.4119,Residential,Single Family
200777,2020,Groton,40 NOANK LEDYARD RD,105840,158400,0.6682,Residential,Single Family
201314,2020,Griswold,42 WOODCREST DRIVE,133490,256000,0.5214,Residential,Single Family
20494,2020,Darien,480 MANSFIELD AVE,767970,1262000,0.6085,Residential,Single Family
200906,2020,Greenwich,51 FOREST AVENUE UN40,296870,558000,0.532,Residential,Condo
20460,2020,Bethel,21 OAK RIDGE ROAD,198800,430000,0.4623,Residential,Single Family
200250,2020,Greenwich,450 RIVERSVILLE ROAD,491750,740000,0.6645,Residential,Single Family
200398,2020,Killingly,"1022, 1024, 1028, 1030, 1032 N",659580,431635,1.528,Apartments,Single Family
200114,2020,Danbury,502 SIENNA DR,160200,270000,0.5933,Residential,Condo
200265,2020,Enfield,18 RAFFIA RD,111400,189900,0.5866,Residential,Single Family
200000378,2020,Brookfield,2 POND VIEW DR UNIT 2,144590,320000,0.4518,Residential,Condo
20000193,2020,Granby,26 COPPER BROOK CIR,28000,439990,0.0636,Residential,Condo
201323,2020,Cromwell,241 MAIN STREET,28420,150000,0.1894,Vacant Land,Condo
200014,2020,Guilford,131 NECK RD,343830,775000,0.4436,Residential,Single Family
20115,2020,Burlington,15 FAWN HILL DR,234010,385000,0.6078,Residential,Single Family
200039,2020,East Haddam,66 HEDLUND RD,257110,385120,0.6676,Residential,Single Family
200211,2020,Farmington,36 FAIRVIEW DR,176040,279000,0.6309,Residential,Single Family
200066,2020,Kent,433 KENT CORNWALL RD U5,147900,275000,0.5378,Residential,Condo
20504,2020,Bethel,104 PLUMTREES ROAD,196980,442000,0.4456,Residential,Single Family
200268,2020,Groton,1010 POQUONNOCK RD,339430,356000,0.9534,Commercial,Single Family
20167,2020,Hartford,1063 CAPITOL AVE,155120,342500,0.4529,Apartments,Single Family
200189,2020,Guilford,35 ALPHA AVE,125030,225000,0.5556,Residential,Single Family
200124,2020,Canton,22 RED FOX RUN,600980,925000,0.6497,Residential,Single Family
2020256,2020,Ansonia,9 EAGLE ST,83100,257000,0.3233,Residential,Two Family
200290,2020,Bristol,157 MOODY ST,121310,248000,0.4891,Residential,Single Family
200016,2020,East Granby,2 HARVEST LANE,205700,277000,0.7426,Residential,Single Family
20084,2020,Darien,16 COACHLAMP LA,902580,1425000,0.6333,Residential,Single Family
200089,2020,East Lyme,17 WILLOW LANE,358260,570000,0.6285,Residential,Single Family
20231,2020,Darien,71 MAPLE ST,355670,500000,0.7113,Residential,Single Family
2020300,2020,Berlin,1223 WORTHINGTON RDG,202300,375000,0.5394,Residential,Single Family
200031,2020,Canton,33 MEADOWVIEW COURT,200500,287000,0.6986,Residential,Condo
20020,2020,Darien,140 HOLMES AVE,918260,1416000,0.6484,Residential,Single Family
20045,2020,Franklin,40 SOUTHGATE CR,152720,259000,0.5896,Residential,Single Family
200390,2020,Enfield,23 TAFT LA,268800,450000,0.5973,Residential,Single Family
200708,2020,Manchester,20 WESTMINSTER ROAD,114600,249000,0.4602,Residential,Single Family
20072,2020,Bolton,526 HOP RIVER RD,106300,229900,0.4623,Residential,Single Family
200091,2020,Enfield,140 BREWSTER RD,113310,198000,0.5722,Residential,Single Family
200695,2020,Enfield,6 MARBLE RD,108130,210000,0.5149,Residential,Single Family
200555,2020,Bristol,371 EMMETT ST UN 58,55650,97500,0.5708,Residential,Condo
20044,2020,Burlington,52 SAW MILL ROAD,240,460225,0.0005,Residential,Single Family
200597,2020,Guilford,591 SAW MILL RD,346240,810000,0.4274,Residential,Single Family
20822,2020,Shelton,306 GARDENS AT SUMMERFIE,157990,385000,0.4104,Residential,Single Family
200334,2020,Danbury,32 LAWRENCE AV,216500,395000,0.5481,Residential,Condo
200008,2020,Bristol,328 TERRYVILLE AVE,99220,130000,0.7632,Residential,Single Family
20518,2020,Bethel,52 OAK RIDGE ROAD,190610,410000,0.4649,Residential,Single Family
200196,2020,East Windsor,9-07 NORTH RD,12800,25500,0.5019,Residential,Single Family
200212,2020,Essex,88 BOOK HILL RD,281500,680000,0.414,Residential,Single Family
200949,2020,Bristol,97-99 GOODWIN ST,108080,240000,0.4503,Residential,Two Family
200269,2020,Greenwich,29 MARSHALL STREET,642180,1122500,0.572,Residential,Single Family
201294,2020,Danbury,19 LOIS ST,170300,255000,0.6678,Residential,Single Family
2020226,2020,Berlin,120 NEWTON ST,166500,320000,0.5203,Residential,Single Family
20000088,2020,Brookfield,10 EDEN CT,98940,175000,0.5653,Residential,Condo
200481,2020,Danbury,650 MILLTOWN RD,311500,550000,0.5663,Residential,Single Family
200025,2020,Kent,47 STUDIO HILL RD,421500,650000,0.6484,Residential,Single Family
200572,2020,Manchester,122 OAKLAND STREET,175900,143000,1.23,Residential,Two Family
200889,2020,Enfield,4 MARATEA PL,131580,255000,0.516,Residential,Single Family
201124,2020,Bristol,294 DOROTHY RD,88130,140000,0.6295,Residential,Single Family
201390,2020,Danbury,8 SOUTH ST C13,149900,315000,0.4758,Residential,Condo
200009,2020,Avon,11 INDIAN PIPE TRAIL,341970,493000,0.6936,Residential,Single Family
200076,2020,Killingworth,150 SCHNOOR ROAD,171930,245000,0.7018,Residential,Single Family
20060,2020,Derby,49 MARSHALL LN,153720,279000,0.5509,Residential,Single Family
201211,2020,Manchester,14 TRUMBULL STREET,114800,183000,0.6273,Residential,Single Family
201112,2020,Hartford,476 WETHERSFIELD AVE & 474 WET,383944,945571,0.406,Apartments,Single Family
200234,2020,Madison,EDINBURGH LN PARCEL G,11500,50000,0.23,Vacant Land,Single Family
200226,2020,Colchester,82 HARBOR RD,201000,430000,0.4674,Residential,Single Family
20864,2020,East Hartford,22 MORTON LN,130860,280000,0.4673,Residential,Single Family
200494,2020,Branford,173 TURTLE BAY DR,179200,295000,0.6074,Residential,Condo
201385,2020,Danbury,8 SAMPSON TE,275200,490000,0.5616,Residential,Condo
200704,2020,Glastonbury,73 KONGSCUT VALLEY TRL,110500,690000,0.1601,Residential,Single Family
20354,2020,East Hartford,114 COLLIMORE RD,102800,205000,0.5014,Residential,Single Family
201677,2020,Greenwich,73 WEAVER STREET UN4,864850,1150000,0.752,Residential,Condo
20294,2020,Hartford,171 BABCOCK ST,58135,258000,0.2253,Residential,Three Family
200375,2020,Glastonbury,46 GREENSWOOD PL,691000,765000,0.9033,Residential,Single Family
200020,2020,Greenwich,4 OLD ROUND HILL LANE,8322440,8675000,0.9593,Residential,Single Family
2000214,2020,Bloomfield,6 PURITAN DRIVE,142100,240000,0.592,Residential,Single Family
201051,2020,Manchester,21 BYRON ROAD,92400,211000,0.4379,Residential,Single Family
200065,2020,Essex,14 ESSEX GLEN DR #19,322400,538235,0.5989,Residential,Condo
20227,2020,Bethel,1 WALNUT HILL ROAD,309887,550000,0.5634,Residential,Single Family
20411,2020,Hartford,100 WELLS ST #512 & 100 WELLS,24605,90000,0.2733,Residential,Condo
201044,2020,Danbury,203-209 BRUSHY HILL RD,262500,585000,0.4487,Residential,Single Family
20021,2020,Ashford,147 WESTFORD HILL RD,166800,293000,0.5692,Residential,Single Family
2020204,2020,Ansonia,40 BERKSHIRE RD,181000,300000,0.6033,Residential,Single Family
200580,2020,Glastonbury,115 FERN ST,284100,457500,0.6209,Residential,Single Family
200163,2020,Bristol,105 HIGH ST,134750,280000,0.4812,Residential,Two Family
200018,2020,Colchester,248 WEST RD,165700,276000,0.6003,Residential,Single Family
200191,2020,Cromwell,35 CLUBHOUS DRIVE,122900,225500,0.545,Residential,Condo
200071,2020,Danbury,234 WHITE ST 10,32500,70000,0.4642,Residential,Condo
200116,2020,East Haddam,26 JOE WILLIAMS RD,130330,30000,4.3443,Residential,Single Family
2020276,2020,Berlin,23 PHEASANT RUN,175000,297500,0.5882,Residential,Single Family
200168,2020,Mansfield,77 WILDWOOD RD,180900,162500,1.1132,Residential,Single Family
201038,2020,Greenwich,9 WITHERELL DRIVE PARCEL ONE,1741110,3690000,0.4718,Residential,Single Family
200460,2020,East Lyme,60 WHITE BIRCH CIR,139230,341000,0.4083,Residential,Single Family
200684,2020,Farmington,11 GREAT MEADOW LA,100070,185000,0.5409,Residential,Condo
200695,2020,Branford,41 ACORN RD,372800,525000,0.71,Residential,Single Family
200221,2020,Killingly,590 VALLEY RD,73570,82500,0.8918,Residential,Single Family
20073,2020,Farmington,7 SABLE COURT,107710,170000,0.6335,Residential,Condo
200293,2020,Coventry,59 GARDNER TAVERN RD,173700,345000,0.5034,Residential,Single Family
20402,2020,Hartford,372 PROSPECT AVE,217980,532500,0.4093,Apartments,Single Family
200015,2020,Cromwell,20 HORSE RUN,269220,415000,0.6487,Residential,Single Family
201037,2020,Manchester,3 ANDERSON STREET,84000,205000,0.4097,Residential,Single Family
200602,2020,Branford,21 MARSHALL RD,270000,525000,0.5142,Residential,Single Family
200223,2020,Manchester,66 BRIARWOOD DRIVE,175100,264900,0.661,Residential,Single Family
200020,2020,East Windsor,3 STEPPING STONE DR,340400,549900,0.619,Residential,Single Family
20606,2020,Darien,30 ANTHONY LANE,382830,1350000,0.2835,Residential,Single Family
200072,2020,Kent,324 KENT HOLLOW RD,350300,910000,0.3849,Residential,Single Family
201189,2020,Danbury,8 ROSE LA 22-13,81600,116600,0.6998,Residential,Condo
200466,2020,Glastonbury,222 WILLIAMS ST E UNIT 129,84100,130000,0.6469,Residential,Condo
200057,2020,East Granby,9 KIRKSTONE,83700,99900,0.8378,Vacant Land,Condo
200243,2020,Enfield,52 STEELE RD,181070,160000,1.1317,Residential,Single Family
20510,2020,Darien,18 PATTON DRIVE,481320,1007500,0.4777,Residential,Single Family
200442,2020,Farmington,10-K TALCOTT FOREST RD,83090,140000,0.5935,Residential,Condo
200287,2020,Coventry,2288 MAIN ST,127000,245000,0.5183,Residential,Single Family
20482,2020,East Hartford,73 EVANS AVE,91830,85000,1.0803,Residential,Single Family
200476,2020,Glastonbury,50 CHASE HOLLOW LN,370700,720000,0.5148,Residential,Single Family
200023,2020,Colchester,436 WESTCHESTER RD,197600,360000,0.5488,Residential,Two Family
200381,2020,Killingly,91 MAIN ST,200270,165000,1.2138,Commercial,Two Family
20106,2020,East Hartford,176 OAK ST,94740,136500,0.694,Residential,Single Family
200430,2020,Groton,13 RIVERVIEW AVE (CITY),98840,210013,0.4706,Residential,Single Family
200187,2020,Enfield,201 OLDEFIELD FARMS,122970,216000,0.5693,Residential,Condo
200000321,2020,Brookfield,3 FOX TAIL LANE,222570,420000,0.5299,Residential,Single Family
20133,2020,Derby,112-114 SMITH ST,114660,265000,0.4326,Residential,Three Family
200529,2020,Groton,20 THAMES HEIGHTLN,105140,200000,0.5257,Residential,Condo
